Funct	Description
5.6.2.2	DNA topoisomerase (ATP-hydrolysing); type II DNA topoisomerase; DNA-gyrase; deoxyribonucleate topoisomerase; deoxyribonucleic topoisomerase; topoisomerase; DNA topoisomerase II
5.6.2.3	DNA 5'-3' helicase; DnaB helicase; replication fork helicase; 5' to 3' DNA helicase; BACH1 helicase; BcMCM; BLM protein; BRCA1-associated C-terminal helicase; CeWRN-1; Dbp9p; DNA helicase A; DNA helicase E; DNA helicase II; DNA helicase III; DNA helicase VI; dnaB (gene name); DnaB helicase E1; helicase HDH IV; Hel E; helicase DnaB; helicase domain of bacteriophage T7 gene 4 protein helicase; PcrA helicase; hHcsA; Hmi1p; hPif1; MCM helicase; MCM protein; MPH1; PcrA; PfDH A; Pfh1p; PIF1; replicative DNA helicase
5.6.2.4	DNA 3'-5' helicase; uvrD (gene name); rep (gene name); RECQ (gene name); MER3 (gene name); Holliday junction DNA helicase
5.99.-.-	Isomerases; Other isomerases
5.99.1.-	Isomerases; Other isomerases; Other isomerases
5.99.1.1	thiocyanate isomerase; isothiocyanate isomerase
5.99.1.2	Transferred to 5.6.2.1
5.99.1.3	Transferred to 5.6.2.2
5.99.1.4	2-hydroxychromene-2-carboxylate isomerase; HCCA isomerase; 2HC2CA isomerase; 2-hydroxychromene-2-carboxylic acid isomerase
6.-.-.-	Ligases
6.1.-.-	Ligases; Forming carbon-oxygen bonds
6.1.1.-	Ligases; Forming carbon-oxygen bonds; Ligases forming aminoacyl-tRNA and related compounds
6.1.1.1	tyrosine---tRNA ligase
6.1.1.10	methionine---tRNA ligase; methionyl-tRNA synthetase; methionyl-transfer ribonucleic acid synthetase; methionyl-transfer ribonucleate synthetase; methionyl-transfer RNA synthetase; methionine translase; MetRS
6.1.1.11	serine---tRNA ligase; seryl-tRNA synthetase; SerRS; seryl-transfer ribonucleate synthetase; seryl-transfer RNA synthetase; seryl-transfer ribonucleic acid synthetase; serine translase
6.1.1.12	aspartate---tRNA ligase; aspartyl-tRNA synthetase; aspartyl ribonucleic synthetase; aspartyl-transfer RNA synthetase; aspartic acid translase; aspartyl-transfer ribonucleic acid synthetase; aspartyl ribonucleate synthetase
6.1.1.13	D-alanine---poly(phosphoribitol) ligase; D-alanyl-poly(phosphoribitol) synthetase; D-alanine: membrane acceptor ligase; D-alanine-D-alanyl carrier protein ligase; D-alanine-membrane acceptor ligase; D-alanine-activating enzyme
6.1.1.14	glycine---tRNA ligase; glycyl-tRNA synthetase; glycyl-transfer ribonucleate synthetase; glycyl-transfer RNA synthetase; glycyl-transfer ribonucleic acid synthetase; glycyl translase
6.1.1.15	proline---tRNA ligase; prolyl-tRNA synthetase; prolyl-transferRNA synthetase; prolyl-transfer ribonucleate synthetase; proline translase; prolyl-transfer ribonucleic acid synthetase; prolyl-s-RNA synthetase; prolinyl-tRNA ligase
6.1.1.16	cysteine---tRNA ligase; cysteinyl-tRNA synthetase; cysteinyl-transferRNA synthetase; cysteinyl-transfer ribonucleate synthetase; cysteine translase
6.1.1.17	glutamate---tRNA ligase; glutamyl-tRNA synthetase; glutamyl-transfer ribonucleate synthetase; glutamyl-transfer RNA synthetase; glutamyl-transfer ribonucleic acid synthetase; glutamate-tRNA synthetase; glutamic acid translase
6.1.1.18	glutamine---tRNA ligase; glutaminyl-tRNA synthetase; glutaminyl-transfer RNA synthetase; glutaminyl-transfer ribonucleate synthetase; glutamine-tRNA synthetase; glutamine translase; glutamate-tRNA ligase; glutaminyl ribonucleic acid; GlnRS
6.1.1.19	arginine---tRNA ligase; arginyl-tRNA synthetase; arginyl-transfer ribonucleate synthetase; arginyl-transfer RNA synthetase; arginyl transfer ribonucleic acid synthetase; arginine-tRNA synthetase; arginine translase
6.1.1.2	tryptophan---tRNA ligase; tryptophanyl-tRNA synthetase; L-tryptophan-tRNATrp ligase (AMP-forming); tryptophanyl-transfer ribonucleate synthetase; tryptophanyl-transfer ribonucleic acid synthetase; tryptophanyl-transfer RNA synthetase; tryptophanyl ribonucleic synthetase; tryptophanyl-transfer ribonucleic synthetase; tryptophanyl-tRNA synthase; tryptophan translase; TrpRS
6.1.1.20	phenylalanine---tRNA ligase; phenylalanyl-tRNA synthetase; phenylalanyl-transfer ribonucleate synthetase; phenylalanine-tRNA synthetase; phenylalanyl-transfer RNA synthetase; phenylalanyl-tRNA ligase; phenylalanyl-transfer RNA ligase; L-phenylalanyl-tRNA synthetase; phenylalanine translase
6.1.1.21	histidine---tRNA ligase; histidyl-tRNA synthetase; histidyl-transfer ribonucleate synthetase; histidine translase
6.1.1.22	asparagine---tRNA ligase; asparaginyl-tRNA synthetase; asparaginyl-transfer ribonucleate synthetase; asparaginyl transfer RNA synthetase; asparaginyl transfer ribonucleic acid synthetase; asparagyl-transfer RNA synthetase; asparagine translase
6.1.1.23	aspartate---tRNAAsn ligase; nondiscriminating aspartyl-tRNA synthetase
6.1.1.24	glutamate---tRNAGln ligase; nondiscriminating glutamyl-tRNA synthetase
6.1.1.25	Deleted entry
6.1.1.26	pyrrolysine---tRNAPyl ligase; PylS; pyrrolysyl-tRNA synthetase
6.1.1.27	O-phospho-L-serine---tRNA ligase; O-phosphoseryl-tRNA ligase; non-canonical O-phosphoseryl-tRNA synthetase; SepRS
6.1.1.28	Deleted entry
6.1.1.3	threonine---tRNA ligase; threonyl-tRNA synthetase; threonyl-transfer ribonucleate synthetase; threonyl-transfer RNA synthetase; threonyl-transfer ribonucleic acid synthetase; threonyl ribonucleic synthetase; threonine-transfer ribonucleate synthetase; threonine translase; threonyl-tRNA synthetase; TRS
6.1.1.4	leucine---tRNA ligase; leucyl-tRNA synthetase; leucyl-transfer ribonucleate synthetase; leucyl-transfer RNA synthetase; leucyl-transfer ribonucleic acid synthetase; leucine-tRNA synthetase; leucine translase
6.1.1.5	isoleucine---tRNA ligase; isoleucyl-tRNA synthetase; isoleucyl-transfer ribonucleate synthetase; isoleucyl-transfer RNA synthetase; isoleucine-transfer RNA ligase; isoleucine-tRNA synthetase; isoleucine translase
6.1.1.6	lysine---tRNA ligase; lysyl-tRNA synthetase; lysyl-transfer ribonucleate synthetase; lysyl-transfer RNA synthetase; L-lysine-transfer RNA ligase; lysine-tRNA synthetase; lysine translase
6.1.1.7	alanine---tRNA ligase; alanyl-tRNA synthetase; alanyl-transfer ribonucleate synthetase; alanyl-transfer RNA synthetase; alanyl-transfer ribonucleic acid synthetase; alanine-transfer RNA ligase; alanine transfer RNA synthetase; alanine tRNA synthetase; alanine translase; alanyl-transfer ribonucleate synthase; AlaRS; Ala-tRNA synthetase
6.1.1.8	Deleted entry
6.1.1.9	valine---tRNA ligase; valyl-tRNA synthetase; valyl-transfer ribonucleate synthetase; valyl-transfer RNA synthetase; valyl-transfer ribonucleic acid synthetase; valine transfer ribonucleate ligase; valine translase
6.1.2.-	Ligases; Forming carbon-oxygen bonds; Acid--alcohol ligases (ester synthases)
6.1.2.1	D-alanine---(R)-lactate ligase; VanA; VanB; VanD
6.1.2.2	nebramycin 5' synthase; tobramycin carbamoyltransferase; TobZ
6.1.3.-	Ligases; Forming carbon-oxygen bonds; Cyclo-ligases
6.1.3.1	olefin beta-lactone synthetase; oleC (gene name)
6.2.-.-	Ligases; Forming carbon-sulfur bonds
6.2.1.-	Ligases; Forming carbon-sulfur bonds; Acid--thiol ligases
6.2.1.1	acetate---CoA ligase; acetyl-CoA synthetase; acetyl activating enzyme; acetate thiokinase; acyl-activating enzyme; acetyl coenzyme A synthetase; acetic thiokinase; acetyl CoA ligase; acetyl CoA synthase; acetyl-coenzyme A synthase; short chain fatty acyl-CoA synthetase; short-chain acyl-coenzyme A synthetase; ACS
6.2.1.10	carboxylic acid---CoA ligase (GDP-forming); acyl-CoA synthetase (GDP-forming); acyl coenzyme A synthetase (guanosine diphosphate forming)
6.2.1.11	biotin---CoA ligase; biotinyl-CoA synthetase; biotin CoA synthetase; biotinyl coenzyme A synthetase
6.2.1.12	4-coumarate---CoA ligase; 4-coumaroyl-CoA synthetase; p-coumaroyl CoA ligase; p-coumaryl coenzyme A synthetase; p-coumaryl-CoA synthetase; p-coumaryl-CoA ligase; feruloyl CoA ligase; hydroxycinnamoyl CoA synthetase; 4-coumarate:coenzyme A ligase; caffeolyl coenzyme A synthetase; p-hydroxycinnamoyl coenzyme A synthetase; feruloyl coenzyme A synthetase; sinapoyl coenzyme A synthetase; 4-coumaryl-CoA synthetase; hydroxycinnamate:CoA ligase; p-coumaryl-CoA ligase; p-hydroxycinnamic acid:CoA ligase; 4CL
6.2.1.13	acetate---CoA ligase (ADP-forming); acetyl-CoA synthetase (ADP-forming); acetyl coenzyme A synthetase (adenosine diphosphate-forming); acetate thiokinase
6.2.1.14	6-carboxyhexanoate---CoA ligase; 6-carboxyhexanoyl-CoA synthetase; pimelyl-CoA synthetase
6.2.1.15	arachidonate---CoA ligase; arachidonoyl-CoA synthetase
6.2.1.16	acetoacetate---CoA ligase; acetoacetyl-CoA synthetase
6.2.1.17	propionate---CoA ligase; propionyl-CoA synthetase
6.2.1.18	citrate---CoA ligase; citryl-CoA synthetase; citrate:CoA ligase; citrate thiokinase
6.2.1.19	long-chain-fatty-acid---protein ligase; luxE (gene name); acyl-protein synthetase; long-chain-fatty-acid---luciferin-component ligase
6.2.1.2	medium-chain acyl-CoA ligase; fadK (gene name); lvaE (gene name); butyryl-CoA synthetase; fatty acid thiokinase (medium chain); acyl-activating enzyme; fatty acid elongase; fatty acid activating enzyme; fatty acyl coenzyme A synthetase; butyrate---CoA ligase; butyryl-coenzyme A synthetase; L-(+)-3-hydroxybutyryl CoA ligase; short-chain acyl-CoA synthetase; medium-chain acyl-CoA synthetase; butanoate:CoA ligase (AMP-forming)
6.2.1.20	long-chain-fatty-acid---[acyl-carrier-protein] ligase; acyl-[acyl-carrier-protein] synthetase (ambiguous); acyl-ACP synthetase (ambiguous); stearoyl-ACP synthetase; acyl-acyl carrier protein synthetase (ambiguous); long-chain-fatty-acid:[acyl-carrier-protein] ligase (AMP-forming)
6.2.1.21	Deleted entry
6.2.1.22	[citrate (pro-3S)-lyase] ligase; citrate lyase ligase; citrate lyase synthetase; acetate: SH-[acyl-carrier-protein] enzyme ligase (AMP); acetate:HS-citrate lyase ligase; acetate:citrate-(pro-3S)-lyase(thiol-form) ligase (AMP-forming); acetate:[citrate-(pro-3S)-lyase](thiol-form) ligase (AMP-forming)
6.2.1.23	dicarboxylate---CoA ligase; carboxylyl-CoA synthetase; dicarboxylyl-CoA synthetase
6.2.1.24	phytanate---CoA ligase; phytanoyl-CoA ligase
6.2.1.25	benzoate---CoA ligase; benzoate---coenzyme A ligase; benzoyl-coenzyme A synthetase; benzoyl CoA synthetase (AMP forming)
6.2.1.26	o-succinylbenzoate---CoA ligase; o-succinylbenzoyl-coenzyme A synthetase; o-succinylbenzoate:CoA ligase (AMP-forming)
6.2.1.27	4-hydroxybenzoate---CoA ligase; 4-hydroxybenzoate-CoA synthetase; 4-hydroxybenzoate---coenzyme A ligase (AMP-forming); 4-hydroxybenzoyl coenzyme A synthetase; 4-hydroxybenzoyl-CoA ligase
6.2.1.28	3alpha,7alpha-dihydroxy-5beta-cholestanate---CoA ligase; 3alpha,7alpha-dihydroxy-5beta-cholestanoyl coenzyme A synthetase; DHCA-CoA ligase; 3alpha,7alpha-dihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)
6.2.1.29	Deleted entry
6.2.1.3	long-chain-fatty-acid---CoA ligase; acyl-CoA synthetase; fatty acid thiokinase (long chain); acyl-activating enzyme; palmitoyl-CoA synthase; lignoceroyl-CoA synthase; arachidonyl-CoA synthetase; acyl coenzyme A synthetase; acyl-CoA ligase; palmitoyl coenzyme A synthetase; thiokinase; palmitoyl-CoA ligase; acyl-coenzyme A ligase; fatty acid CoA ligase; long-chain fatty acyl coenzyme A synthetase; oleoyl-CoA synthetase; stearoyl-CoA synthetase; long chain fatty acyl-CoA synthetase; long-chain acyl CoA synthetase; fatty acid elongase; LCFA synthetase; pristanoyl-CoA synthetase; ACS3; long-chain acyl-CoA synthetase I; long-chain acyl-CoA synthetase II; fatty acyl-coenzyme A synthetase; long-chain acyl-coenzyme A synthetase; FAA1
6.2.1.30	phenylacetate---CoA ligase; phenacyl coenzyme A synthetase; phenylacetyl-CoA ligase; PA-CoA ligase; phenylacetyl-CoA ligase (AMP-forming)
6.2.1.31	2-furoate---CoA ligase; 2-furoyl coenzyme A synthetase
6.2.1.32	anthranilate---CoA ligase; anthraniloyl coenzyme A synthetase; 2-aminobenzoate---CoA ligase; 2-aminobenzoate---coenzyme A ligase; 2-aminobenzoate coenzyme A ligase
6.2.1.33	4-chlorobenzoate---CoA ligase
6.2.1.34	trans-feruloyl-CoA synthase; trans-feruloyl-CoA synthetase; trans-ferulate:CoASH ligase (ATP-hydrolysing); ferulate:CoASH ligase (ATP-hydrolysing)
6.2.1.35	acetate---[acyl-carrier protein] ligase; HS-acyl-carrier protein:acetate ligase; [acyl-carrier protein]:acetate ligase; MadH; ACP-SH:acetate ligase
6.2.1.36	3-hydroxypropionyl-CoA synthase; 3-hydroxypropionyl-CoA synthetase (AMP-forming); 3-hydroxypropionate---CoA ligase
6.2.1.37	3-hydroxybenzoate---CoA ligase; 3-hydroxybenzoyl-CoA synthetase; 3-hydroxybenzoate---coenzyme A ligase (AMP-forming); 3-hydroxybenzoyl coenzyme A synthetase; 3-hydroxybenzoyl-CoA ligase
6.2.1.38	(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA synthase; 2-oxo-Delta3-4,5,5-trimethylcyclopentenylacetyl-CoA synthetase
6.2.1.39	[butirosin acyl-carrier protein]---L-glutamate ligase; [BtrI acyl-carrier protein]---L-glutamate ligase; BtrJ
6.2.1.4	succinate---CoA ligase (GDP-forming); succinyl-CoA synthetase (GDP-forming); succinyl coenzyme A synthetase (guanosine diphosphate-forming); succinate thiokinase (ambiguous); succinic thiokinase (ambiguous); succinyl coenzyme A synthetase (ambiguous); succinate-phosphorylating enzyme (ambiguous); P-enzyme; SCS (ambiguous); G-STK; succinyl coenzyme A synthetase (GDP-forming); succinyl CoA synthetase (ambiguous)
6.2.1.40	4-hydroxybutyrate---CoA ligase (AMP-forming); 4-hydroxybutyrate-CoA synthetase (ambiguous); 4-hydroxybutyrate:CoA ligase (ambiguous); hbs (gene name); 4-hydroxybutyrate---CoA ligase
6.2.1.41	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate---CoA ligase; fadD3 (gene name); HIP---CoA ligase
6.2.1.42	3-oxocholest-4-en-26-oate---CoA ligase; fadD19 (gene name)
6.2.1.43	2-hydroxy-7-methoxy-5-methyl-1-naphthoate---CoA ligase; NcsB2
6.2.1.44	3-(methylthio)propionyl---CoA ligase; DmdB; MMPA-CoA ligase; methylmercaptopropionate-coenzyme A ligase; 3-methylmercaptopropionyl-CoA ligase; 3-(methylthio)propanoate:CoA ligase (AMP-forming)
6.2.1.45	E1 ubiquitin-activating enzyme; ubiquitin activating enzyme; E1; ubiquitin-activating enzyme E1
6.2.1.46	L-allo-isoleucine---holo-[CmaA peptidyl-carrier protein] ligase; CmaA
6.2.1.47	medium-chain-fatty-acid---[acyl-carrier-protein] ligase; jamA (gene name)
6.2.1.48	carnitine---CoA ligase; caiC (gene name)
6.2.1.49	long-chain fatty acid adenylyltransferase FadD28; fadD28 (gene name)
6.2.1.5	succinate---CoA ligase (ADP-forming); succinyl-CoA synthetase (ADP-forming); succinic thiokinase (ambiguous); succinate thiokinase (ambiguous); succinyl-CoA synthetase (ambiguous); succinyl coenzyme A synthetase (adenosine diphosphate-forming); succinyl coenzyme A synthetase (ambiguous); A-STK (adenin nucleotide-linked succinate thiokinase); STK (ambiguous); A-SCS
6.2.1.50	4-hydroxybenzoate adenylyltransferase FadD22; fadD22 (gene name); 4-hydroxybenzoate adenylase
6.2.1.51	4-hydroxyphenylalkanoate adenylyltransferase FadD29; fadD29 (gene name); 4-hydroxyphenylalkanoate adenylase
6.2.1.52	L-firefly luciferin---CoA ligase; LUC
6.2.1.53	L-proline---[L-prolyl-carrier protein] ligase; pltF (gene name); bmp4 (gene name); pigI (gene name)
6.2.1.54	D-alanine---[D-alanyl-carrier protein] ligase; dltA (gene name); Dcl
6.2.1.55	E1 SAMP-activating enzyme; UbaA; SAMP-activating enzyme E1
6.2.1.56	4-hydroxybutyrate---CoA ligase (ADP-forming); Nmar_0206 (locus name)
6.2.1.57	long-chain fatty acid adenylase/transferase FadD23; fadD23 (gene name); long-chain fatty acid adenylyltransferase FadD23
6.2.1.58	isophthalate---CoA ligase; IPCL
6.2.1.59	long-chain fatty acid adenylase/transferase FadD26; FadD26
6.2.1.6	glutarate---CoA ligase; glutaryl-CoA synthetase; glutaryl coenzyme A synthetase
6.2.1.60	marinolic acid---CoA ligase; tmlU (gene name)
6.2.1.61	salicylate---[aryl-carrier protein] ligase; pmsE (gene name); pchD (gene name)
6.2.1.62	3,4-dihydroxybenzoate---[aryl-carrier protein] ligase; asbC (gene name)
6.2.1.63	L-arginine---[L-arginyl-carrier protein] ligase; vabF (gene name)
6.2.1.64	E1 NEDD8-activating enzyme; NEDD-activating enzyme E1; NAE1 (gene name); UBA3 (gene name)
6.2.1.65	salicylate---CoA ligase; sdgA (gene name)
6.2.1.66	glyine---[glycyl-carrier protein] ligase; dhbF (gene name); sfmB (gene name)
6.2.1.67	L-alanine---[L-alanyl-carrier protein] ligase; ambB (gene name); phsB (gene name)
6.2.1.68	L-glutamate---[L-glutamyl-carrier protein] ligase; ambE (gene name)
6.2.1.69	L-cysteine---[L-cysteinyl-carrier protein] ligase; pchE (gene name); pchF (gene name); angR (gene name)
6.2.1.7	cholate---CoA ligase; BAL; bile acid CoA ligase; bile acid coenzyme A ligase; choloyl-CoA synthetase; choloyl coenzyme A synthetase; cholic thiokinase; cholate thiokinase; cholic acid:CoA ligase; 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl coenzyme A synthetase; 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate-CoA ligase; 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate-CoA synthetase; THCA-CoA ligase; 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate---CoA ligase; 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate:CoA ligase (AMP-forming); cholyl-CoA synthetase; trihydroxycoprostanoyl-CoA synthetase
6.2.1.70	L-threonine---[L-threonyl-carrier protein] ligase; dhbF (gene name); pmsD (gene name); syrB1 (gene name)
6.2.1.71	2,3-dihydroxybenzoate---[aryl-carrier protein] ligase; entE (gene name); vibE (gene name); dhbE (gene name); angE (gene name)
6.2.1.72	L-serine---[L-seryl-carrier protein] ligase; entF (gene name); zmaJ (gene name); gdnB (gene name); serine-activating enzyme
6.2.1.73	L-tryptophan---[L-tryptophyl-carrier protein] ligase; ecm13 (gene name); swb11 (gene name)
6.2.1.74	3-amino-5-hydroxybenzoate---[acyl-carrier protein] ligase; rifA (gene name); mitE (gene name)
6.2.1.75	indoleacetate---CoA ligase; iaaB (gene name)
6.2.1.76	malonate---CoA ligase; ACSF3 (gene name); AAE13 (gene name); malonyl-CoA synthetase
6.2.1.8	oxalate---CoA ligase; oxalyl-CoA synthetase; oxalyl coenzyme A synthetase
6.2.1.9	malate---CoA ligase; malyl-CoA synthetase; malyl coenzyme A synthetase; malate thiokinase
6.2.2.-	Ligases; Forming carbon-sulfur bonds; Amide--thiol ligases
6.2.2.1	thioglycine synthase; ycaO (gene name) (ambiguous)
6.2.2.2	oxazoline synthase; cyanobactin heterocyclase; cyanobactin cyclodehydratase; patD (gene name); balhD (gene name); micD (gene name)
6.2.2.3	thiazoline synthase
6.3.-.-	Ligases; Forming carbon-nitrogen bonds
6.3.1.-	Ligases; Forming carbon-nitrogen bonds; Acid--ammonia (or amine) ligases (amide synthases)
6.3.1.1	aspartate---ammonia ligase; asparagine synthetase; L-asparagine synthetase
6.3.1.10	adenosylcobinamide-phosphate synthase; CbiB
6.3.1.11	glutamate---putrescine ligase; gamma-glutamylputrescine synthetase; YcjK
6.3.1.12	D-aspartate ligase; Aslfm; UDP-MurNAc-pentapeptide:D-aspartate ligase; D-aspartic acid-activating enzyme
6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase; MshC; MshC ligase; Cys:GlcN-Ins ligase; mycothiol ligase
6.3.1.14	diphthine---ammonia ligase; diphthamide synthase; diphthamide synthetase; DPH6 (gene name); ATPBD4 (gene name); diphthine:ammonia ligase (AMP-forming)
6.3.1.15	8-demethylnovobiocic acid synthase; novL (gene name); novobiocin ligase; novobiocic acid synthetase (misleading); 8-desmethyl-novobiocic acid synthetase; 8-demethylnovobiocic acid synthetase; 3-dimethylallyl-4-hydroxybenzoate:3-amino-4,7-dihydroxycoumarin ligase (AMP-forming)
6.3.1.16	Transferred to 6.3.3.6
6.3.1.17	beta-citrylglutamate synthase; NAAG synthetase I; NAAGS-I; RIMKLB (gene name) (ambiguous)
6.3.1.18	gamma-glutamylanilide synthase; atdA1 (gene name); tdnQ (gene name); dcaQ (gene name)
6.3.1.19	prokaryotic ubiquitin-like protein ligase; PafA (ambiguous); Pup ligase; proteasome accessory factor A
6.3.1.2	glutamine synthetase; glutamate---ammonia ligase; glutamylhydroxamic synthetase; L-glutamine synthetase; GS
6.3.1.20	lipoate---protein ligase; lplA (gene name); lplJ (gene name); lipoate protein ligase; lipoate-protein ligase A; LPL; LPL-B
6.3.1.21	phosphoribosylglycinamide formyltransferase 2; purT (gene name); GAR transformylase 2; GART2; glycinamide ribonucleotide transformylase 2; 5'-phosphoribosylglycinamide transformylase 2; GAR transformylase T
6.3.1.3	Transferred to 6.3.4.13
6.3.1.4	aspartate---ammonia ligase (ADP-forming); asparagine synthetase (ADP-forming); asparagine synthetase (adenosine diphosphate-forming)
6.3.1.5	NAD+ synthase; NAD synthetase; NAD synthase; nicotinamide adenine dinucleotide synthetase; diphosphopyridine nucleotide synthetase
6.3.1.6	glutamate---ethylamine ligase; N5-ethyl-L-glutamine synthetase; theanine synthetase; N5-ethylglutamine synthetase
6.3.1.7	4-methyleneglutamate---ammonia ligase; 4-methyleneglutamine synthetase
6.3.1.8	glutathionylspermidine synthase; glutathione:spermidine ligase (ADP-forming)
6.3.1.9	trypanothione synthase; glutathionylspermidine:glutathione ligase (ADP-forming)
6.3.2.-	Ligases; Forming carbon-nitrogen bonds; Acid--amino-acid ligases (peptide synthases)
6.3.2.1	pantoate---beta-alanine ligase (AMP-forming); pantothenate synthetase; pantoate activating enzyme; pantoic-activating enzyme; D-pantoate:beta-alanine ligase (AMP-forming); pantoate---beta-alanine ligase (ambiguous)
6.3.2.10	UDP-N-acetylmuramoyl-tripeptide---D-alanyl-D-alanine ligase; MurF synthetase; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine synthetase; UDP-N-acetylmuramoylalanyl-D-glutamyl-lysine-D-alanyl-D-alanine ligase; uridine diphosphoacetylmuramoylpentapeptide synthetase; UDPacetylmuramoylpentapeptide synthetase; UDP-MurNAc-L-Ala-D-Glu-L-Lys:D-Ala-D-Ala ligase
6.3.2.11	carnosine synthase; carnosine synthetase; carnosine-anserine synthetase; homocarnosine-carnosine synthetase; carnosine-homocarnosine synthetase; L-histidine:beta-alanine ligase (AMP-forming) (incorrect)
6.3.2.12	dihydrofolate synthase; dihydrofolate synthetase; 7,8-dihydrofolate synthetase; H2-folate synthetase; 7,8-dihydropteroate:L-glutamate ligase (ADP); dihydropteroate:L-glutamate ligase (ADP-forming); DHFS
6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate---2,6-diaminopimelate ligase; MurE synthetase [ambiguous]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-2,6-diamino-heptanedioate ligase (ADP-forming); UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase; UDP-N-acetylmuramoylalanyl-D-glutamate---2,6-diaminopimelate ligase; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-2,6-diaminoheptanedioate gamma-ligase (ADP-forming)
6.3.2.14	enterobactin synthase; N-(2,3-dihydroxybenzoyl)-serine synthetase; 2,3-dihydroxybenzoylserine synthetase; 2,3-dihydroxybenzoate---serine ligase
6.3.2.15	Deleted entry
6.3.2.16	D-alanine---alanyl-poly(glycerolphosphate) ligase; D-alanyl-alanyl-poly(glycerolphosphate) synthetase; D-alanine:membrane-acceptor ligase; D-alanylalanylpoly(phosphoglycerol) synthetase; D-alanyl-poly(phosphoglycerol) synthetase; D-alanine-membrane acceptor-ligase
6.3.2.17	tetrahydrofolate synthase; folylpolyglutamate synthase; folate polyglutamate synthetase; formyltetrahydropteroyldiglutamate synthetase; N10-formyltetrahydropteroyldiglutamate synthetase; folylpoly-gamma-glutamate synthase; folylpolyglutamyl synthetase; folylpoly(gamma-glutamate) synthase; folylpolyglutamate synthetase; FPGS; tetrahydrofolylpolyglutamate synthase; tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming); tetrahydropteroyl-[gamma-Glu]n:L-glutamate gamma-ligase (ADP-forming)
6.3.2.18	gamma-glutamylhistamine synthase; gamma-glutaminylhistamine synthetase; gamma-GHA synthetase
6.3.2.19	Deleted entry
6.3.2.2	glutamate---cysteine ligase; gamma-glutamylcysteine synthetase; gamma-glutamyl-L-cysteine synthetase; gamma-glutamylcysteinyl synthetase
6.3.2.20	indoleacetate---lysine synthetase; indoleacetate:L-lysine ligase (ADP-forming)
6.3.2.21	Deleted entry
6.3.2.22	Transferred to 6.3.1.14
6.3.2.23	homoglutathione synthase; homoglutathione synthetase; beta-alanine specific hGSH synthetase
6.3.2.24	tyrosine---arginine ligase; tyrosyl-arginine synthase; kyotorphin synthase; kyotorphin-synthesizing enzyme; kyotorphin synthetase
6.3.2.25	tubulin---tyrosine ligase
6.3.2.26	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase; L-delta-(alpha-aminoadipoyl)-L-cysteinyl-D-valine synthetase; ACV synthetase; L-alpha-aminoadipyl-cysteinyl-valine synthetase
6.3.2.27	Deleted entry
6.3.2.28	Transferred to 6.3.2.49
6.3.2.29	cyanophycin synthase (L-aspartate-adding); CphA (ambiguous); CphA1 (ambiguous); CphA2 (ambiguous); cyanophycin synthetase (ambiguous); multi-L-arginyl-poly-L-aspartate synthase (ambiguous)
6.3.2.3	glutathione synthase; glutathione synthetase; GSH synthetase
6.3.2.30	cyanophycin synthase (L-arginine-adding); CphA (ambiguous); CphA1 (ambiguous); CphA2 (ambiguous); cyanophycin synthetase (ambiguous); multi-L-arginyl-poly-L-aspartate synthase (ambiguous)
6.3.2.31	coenzyme F420-0:L-glutamate ligase; CofE-AF; MJ0768; CofE
6.3.2.32	coenzyme gamma-F420-2:alpha-L-glutamate ligase; MJ1001; CofF protein; gamma-F420-2:alpha-L-glutamate ligase
6.3.2.33	tetrahydrosarcinapterin synthase; H4MPT:alpha-L-glutamate ligase; MJ0620; MptN protein
6.3.2.34	coenzyme F420-1:gamma-L-glutamate ligase; F420:gamma-glutamyl ligase; CofE-AF; MJ0768; CofE
6.3.2.35	D-alanine---D-serine ligase; VanC; VanE; VanG
6.3.2.36	4-phosphopantoate---beta-alanine ligase; phosphopantothenate synthetase; TK1686 protein
6.3.2.37	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate---D-lysine ligase; UDP-MurNAc-L-Ala-D-Glu:D-Lys ligase; D-lysine-adding enzyme
6.3.2.38	N2-citryl-N6-acetyl-N6-hydroxylysine synthase; Nalpha-citryl-Nepsilon-acetyl-Nepsilon-hydroxylysine synthase; iucA (gene name)
